hash,msg,insertions
39d6f49b26e5e809ca8ebabfd51804c7166639e2,"Fix for https://issues.apache.org/activemq/browse/AMQ-1614

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@799530 13f79535-47bb-0310-9956-ffa450edef68",8
86643153141192cbf147baf137c1e03e5629d804,"added dependency on commons-net

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@800234 13f79535-47bb-0310-9956-ffa450edef68",7
d779c4aecd9be0ad8ae7c896ff8a18b9a72eec46,"Applied patch for https://issues.apache.org/activemq/browse/AMQ-2339

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@800274 13f79535-47bb-0310-9956-ffa450edef68",139
ac4545b40d1564645476cd2685da7e91f52907c9,"Refactored ManagementContext to  improve encapsulation - so all registrations of MBeans happen in one place

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@800335 13f79535-47bb-0310-9956-ffa450edef68",5
472782ad8f0d35009e3b69b8b238c70cf554fd30,"adding missing dependency java.util.Set

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@800727 13f79535-47bb-0310-9956-ffa450edef68",1
ea1082899ad341f890708273bd28e63eaa365d1a,"returning xstream factory bean (a bit modified), mistekanly deleted yesterday

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@801197 13f79535-47bb-0310-9956-ffa450edef68",122
afd706f11d244c86548527e92c24b21565b61689,"insert that test dependency I just mentioned

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@801314 13f79535-47bb-0310-9956-ffa450edef68",1
5a80d5a6c06bc980df6c59eae56577c0caab36a6,"added activemq-groups

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@801514 13f79535-47bb-0310-9956-ffa450edef68",1
1d4d0e46790835a7d050d3769a346ccb2583126d,"expose new options -  https://issues.apache.org/activemq/browse/AMQ-2338

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@802109 13f79535-47bb-0310-9956-ffa450edef68",33
c0ba767a8855d18302eccf6990b43426436e145c,"https://issues.apache.org/activemq/browse/AMQ-1473 - adding example for log4j jms appender

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@803078 13f79535-47bb-0310-9956-ffa450edef68",126
453860fb472a7d6e40867d9e3164738ee2aa74c7,"excluding GroupStateTest as it fails on Hudson

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@803806 13f79535-47bb-0310-9956-ffa450edef68",31
a15e6efabd94fd74fcdd28c3326f3096b9b7bbec,"https://issues.apache.org/activemq/browse/AMQ-1807 - aborting transaction test revisited + solution

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@804192 13f79535-47bb-0310-9956-ffa450edef68",10
490dcf9bd2111180d5d7821d3cda4a68e8c3de75,"AMQ-2346 test demonstrating problem (set to not run)

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@805881 13f79535-47bb-0310-9956-ffa450edef68",166
7091405c191f0b6c0525ed46b9695a28885fe10f,"https://issues.apache.org/activemq/browse/AMQ-1744 - adding commons-net in the lib/optional distribution folder

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@806151 13f79535-47bb-0310-9956-ffa450edef68",1
30db300a1ab0cbf68d26936b3d0db378c83196d2,"add new policyEntry attributed to schema for : https://issues.apache.org/activemq/browse/AMQ-1112

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@807969 13f79535-47bb-0310-9956-ffa450edef68",6
5221cd349dedefade7677a2dd7c4f4cfaec4a4b6,"add some trace

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@809940 13f79535-47bb-0310-9956-ffa450edef68",3
db5cbc16ae08c9912aa26298fb27b56b6307a23d,"explicitly set flow control

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@811341 13f79535-47bb-0310-9956-ffa450edef68",1
c1051c8ee1b56480fc78d850c2dc55344244523a,"Fix for https://issues.apache.org/activemq/browse/AMQ-2378

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@812139 13f79535-47bb-0310-9956-ffa450edef68",68
876ddef5947351572b859e9010bc6f1bae0a7ec5,"added stomp temp destinations test

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@812512 13f79535-47bb-0310-9956-ffa450edef68",18
6c86745810097ce151caf181bcc33b96ce23d064,"Test case for https://issues.apache.org/activemq/browse/AMQ-1687

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@812873 13f79535-47bb-0310-9956-ffa450edef68",108
eae5aa09d1237cd299f555ade4256d989be7497b,"Fix for https://issues.apache.org/activemq/browse/AMQ-2249

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@813053 13f79535-47bb-0310-9956-ffa450edef68",10
aead3e0fc073b4370f105f94590494268bfa8098,"set flow control as a policy

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@813384 13f79535-47bb-0310-9956-ffa450edef68",1
ce4c065f75dd2649bfba3e8a717c3bc6914edac0,"Fix for https://issues.apache.org/activemq/browse/AMQ-2071 and 
https://issues.apache.org/activemq/browse/AMQ-2070

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@813424 13f79535-47bb-0310-9956-ffa450edef68",137
d4133c4de88f5ad382bb8e736275997362f26a98,"https://issues.apache.org/activemq/browse/AMQ-2239 - stomp+nio transport implementation

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@813703 13f79535-47bb-0310-9956-ffa450edef68",450
28443226b67529ed1cef132db8634cd73a981c58,"test case for: https://issues.apache.org/activemq/browse/AMQ-2383 - works on trunk

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@813734 13f79535-47bb-0310-9956-ffa450edef68",49
b7179731fff5afb15058ee083550f6304c1dd4e5,"Added some more information in the comments about how to use


git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@813764 13f79535-47bb-0310-9956-ffa450edef68",8
7eac1f71328fc12f82cd80d4acbe3852e43ad130,"Apply patch from https://issues.apache.org/activemq/browse/AMQ-2002

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@813965 13f79535-47bb-0310-9956-ffa450edef68",153
039a15fc132cf65858cde803d7263aa65ac459a9,"allow embedded broker with kahaDB to exit without stop - make writer threads Daemon

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@814649 13f79535-47bb-0310-9956-ffa450edef68",2
bdd989a975493d79a90623c2d06b5d6a5e40c0d3,"https://issues.apache.org/activemq/browse/AMQ-2390 - removing unused heavyweight dependencies from camel webapp

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@814696 13f79535-47bb-0310-9956-ffa450edef68",5
da6809ced39e304728aebeec3561fed644ec7568,"https://issues.apache.org/activemq/browse/AMQ-2393 - add repositories for jsr311-api

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@815661 13f79535-47bb-0310-9956-ffa450edef68",17
21f67b88e31f5355a0eaf4cbef257859d698faf4,"putting apache-release profile back

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@816189 13f79535-47bb-0310-9956-ffa450edef68",54
3a6e7cb988cc555f472b863c5695b19db583044d,"Forgot to add this file /w the last commit.



git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@816279 13f79535-47bb-0310-9956-ffa450edef68",25
7b2a13e4e08a43f189805fa42aba603f63380db9,"New test added in commit 818147 did not have any test methods.. Related to AMQ-2403
adding a noop test case so that way it does not fail the build.  Perhaps the real test methods are still under development?



git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@818262 13f79535-47bb-0310-9956-ffa450edef68",3
7f534db142bad99aa8564906e3a6703027a40f35,"Adding a modified version of the test case attached to AMQ2401.  This test would fail quickly before the patch in revision 818487 was applied.



git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@818496 13f79535-47bb-0310-9956-ffa450edef68",245
ed3c23fce70fbe55b3e79a9aa0c2241b184b0c4c,"Adding repo needed to get the josl dependency

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@818502 13f79535-47bb-0310-9956-ffa450edef68",17
68d34fd5a0e718eff8af239b8e0f2a84701ed809,"adding commons net as optional osgi dependency

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@818513 13f79535-47bb-0310-9956-ffa450edef68",1
651dbd4f82fcc1f90bffb1d876b7b94944131a98,"Fixing osgi meta data


git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@818635 13f79535-47bb-0310-9956-ffa450edef68",1
80ac49db9772745955e00aede956ad3c7bddf270,"AMQ-2416: Provide xbean xml elements for the JDBC adapter classes to support the simpler XML configuration syntax


git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@818888 13f79535-47bb-0310-9956-ffa450edef68",9
74148299dc95dc97600d58a997e121b859ce7fc6,"https://issues.apache.org/activemq/browse/AMQ-2413 - prevent test failures on slow machines

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@819493 13f79535-47bb-0310-9956-ffa450edef68",1
20972bfdaf9e9602fa6f3b799118ce7ee1bff0b6,"https://issues.apache.org/activemq/browse/AMQ-1886 - another test, but issue cannot be reproduced with embeded derby

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@820268 13f79535-47bb-0310-9956-ffa450edef68",632
1d5bcaf2743d66bc6a99384239d95bb35c7334e6,"AMQ-2439: Unit test for the kahadb message store


git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@821103 13f79535-47bb-0310-9956-ffa450edef68",132
a015154bd8dac7ee9de527ed9a00b3eb2ff756a8,"Apply patch for https://issues.apache.org/activemq/browse/AMQ-2447

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@825009 13f79535-47bb-0310-9956-ffa450edef68",7
d3ec081fc62524efc96183af0336e1209c604dc4,"Applied patch for https://issues.apache.org/activemq/browse/AMQ-2454

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@825457 13f79535-47bb-0310-9956-ffa450edef68",208
d50a3ca5cee64dc29fd0fac0d0f785665597e038,"exclude reference to spring 3.0.0.M3 via camel-web jersey dependency

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@826645 13f79535-47bb-0310-9956-ffa450edef68",6
592e18ea9be11cdd071e14873dc1331426ae3999,"Fix for https://issues.apache.org/activemq/browse/AMQ-2461

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@828645 13f79535-47bb-0310-9956-ffa450edef68",2
026c120094936a9a0fc179deac98951a74723b2d,"test for http://issues.apache.org/activemq/browse/AMQ-1873 - stomp toon many open files

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@828954 13f79535-47bb-0310-9956-ffa450edef68",111
e384fb99ba6d5e17efb795fead1a6876ed9f4c68,"https://issues.apache.org/activemq/browse/AMQ-2462 - new activemq-admin commands - create command

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@829073 13f79535-47bb-0310-9956-ffa450edef68",292
c3881bf4f7e043f42175552d8eb0de3e699fd4d2,"https://issues.apache.org/activemq/browse/AMQ-2466 - josql osgi

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@830122 13f79535-47bb-0310-9956-ffa450edef68",1
97d7c390dfbb8ba6eb4e2da2fff6a11866295388,"add variant that uses syncSend and verifies a ResourceAllocationException in the sending thread

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@831377 13f79535-47bb-0310-9956-ffa450edef68",45
785532fdff9331be797ef292bc1898df5d344713,"provide repo ref for net.sf.josql dependency not yet in central

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@832454 13f79535-47bb-0310-9956-ffa450edef68",15
652d551063f377940e80e7590cc2c65aaef23964,"adding durable topic expiration test

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@833034 13f79535-47bb-0310-9956-ffa450edef68",26
c63eb5cc231520582d027e0278bdfb7aef0d2432,"resolve https://issues.apache.org/activemq/browse/AMQ-2492 - patch applied with thanks

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@880699 13f79535-47bb-0310-9956-ffa450edef68",34
86e7d511a8e64e80abe28a66595ca9487668008e,"resolve https://issues.apache.org/activemq/browse/AMQ-2502, add optional import of pool

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@882136 13f79535-47bb-0310-9956-ffa450edef68",1
0728ec9e757970daf18416d716b64ad079d9faca,"https://issues.apache.org/activemq/browse/AMQ-2042 - added handling of 'no disk space' in default handler

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@882144 13f79535-47bb-0310-9956-ffa450edef68",29
1695cff244e913c115d9a564037963f500a3bcbf,"PurgeTest- assert there are no messages in the queue, by trying to browse them

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@883327 13f79535-47bb-0310-9956-ffa450edef68",2
adb7fccda0ff16e0c8f5c935ac6cec2fefb0c0c8,"resolve https://issues.apache.org/activemq/browse/AMQ-2516 - broker send to dlq now uses broker security context so it will bypass the authentication plugin when configured

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@884778 13f79535-47bb-0310-9956-ffa450edef68",39
b59b8ab2964cbf2c717512c65243ac612d916d1c,"disable BrokerNetworkWithStuckMessagesTest as it currently fails, locally and in hudson

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@885711 13f79535-47bb-0310-9956-ffa450edef68",3
df52a090639bb0830f27824e1fc3130d6d9f13a2,"https://issues.apache.org/activemq/browse/AMQ-2513 - adding test case

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@888333 13f79535-47bb-0310-9956-ffa450edef68",104
6e1ba4a93edb4b3b9157156e1ef929eb80dd284d,"https://issues.apache.org/activemq/browse/AMQ-2513 - adapting DiscoveryNetworkReconnectTest

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@888426 13f79535-47bb-0310-9956-ffa450edef68",1
3d27c7afce15cae0b7d177e45157e423b0225c0f,"Added my key

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@888493 13f79535-47bb-0310-9956-ffa450edef68",32
35d4ef5e0af3af97fba22c4927931834808e336e,"updating KEYS

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@888749 13f79535-47bb-0310-9956-ffa450edef68",38
10dae9c659d363d820c29c5bd5378cc9fa043a25,"https://issues.apache.org/activemq/browse/AMQ-2529 - browse over network

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@889677 13f79535-47bb-0310-9956-ffa450edef68",104
3a1bdc624957273ddfde90cdefbfd681afa27c5c,"https://issues.apache.org/activemq/browse/AMQ-2539 - adding temp destinations and security

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@891786 13f79535-47bb-0310-9956-ffa450edef68",34
57843ea8a9b11e3f8fc8e672a897f3200131e2f7,"AMQ-2550 Fixed the issue of org.osgi.framework import

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@893834 13f79535-47bb-0310-9956-ffa450edef68",1
8141baacefe292ce9b3eebd1184a04bd0c5d085b,"https://issues.apache.org/activemq/browse/AMQ-2440 - adding initial activemq-stomp.xml configuration

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@897262 13f79535-47bb-0310-9956-ffa450edef68",132
9cf216cce13299c81ddc805306b0ffaf3b096214,"resolve intermittent ZeroPrefetchConsumerTest failure - prefetch excension decrement needs to be conditional on prefecth=0, relates to changes to prefetchExtension for https://issues.apache.org/activemq/browse/AMQ-2560

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@898281 13f79535-47bb-0310-9956-ffa450edef68",6
16e060bd7ef6ecb8ce92b9f461d1886a806a8f37,"have this test autofail on hang

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@898716 13f79535-47bb-0310-9956-ffa450edef68",2
3ea1015a929ca4715ca0d79b074d727b94d1a062,"https://issues.apache.org/activemq/browse/AMQ-2488 - dynamic osgi import for activemq-core

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@898812 13f79535-47bb-0310-9956-ffa450edef68",3
e300b8768c881ab5ddef03a4d710e48176de1a5a,"Added test case for https://issues.apache.org/activemq/browse/AMQ-2561

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@899205 13f79535-47bb-0310-9956-ffa450edef68",83
d4794e2420f373c90a295791712ac225953ed0b4,"AMQ-2569 Updated the spring.schemas file in activemq-core with the released activemq-core version

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@899542 13f79535-47bb-0310-9956-ffa450edef68",5
630184adfa669df839aa627ef4631453be2be35d,"test case for https://issues.apache.org/activemq/browse/AMQ-2568

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@899640 13f79535-47bb-0310-9956-ffa450edef68",284
1d166a73961ec4c6af4c5f9e158e1df11bddc402,"https://issues.apache.org/activemq/browse/AMQ-2570 - first iteration of activemq karaf features definition

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@899673 13f79535-47bb-0310-9956-ffa450edef68",112
2e98d400650eccbe87a4678c4127c0ee3a54b446,"added size() method to return amount of disk space the store occupies on disk

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@900420 13f79535-47bb-0310-9956-ffa450edef68",11
36770e727dae2b979ff00b5d81ce54f677d0b3b1,"https://issues.apache.org/activemq/browse/AMQ-2574 - add repository for external spring dependencies

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@901626 13f79535-47bb-0310-9956-ffa450edef68",8
e166ae3937a60e2d5d576ff86db45f12c42a0308,"Added test case for http://issues.apache.org/activemq/browse/AMQ-2571

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@901832 13f79535-47bb-0310-9956-ffa450edef68",109
d2791aee9082c50a6a21daecd1543a511e3a1c40,"https://issues.apache.org/activemq/browse/AMQ-2570 - excluding spring dependencies for spring osgi

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@902728 13f79535-47bb-0310-9956-ffa450edef68",18
d0b5f954aaa15207ba6f682778fb4b5020421e3a,"https://issues.apache.org/activemq/browse/AMQ-2570 - adding activemq-karaf dependency to parent pom

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@902850 13f79535-47bb-0310-9956-ffa450edef68",5
f82df4585dbbf9d7697b62f6abd5f4a83352afa7,"make this autofail so we get a stack trace if it hangs in hudson again

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@902924 13f79535-47bb-0310-9956-ffa450edef68",5
98a0f39b34ab5aaeee8df548052316359c342205,"ensure destination exists even if empty after recovery, intermittent failure in hudson

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@904441 13f79535-47bb-0310-9956-ffa450edef68",1
02cd1537c9537119254ea7d5f235c90aedff463d,"fix for http://issues.apache.org/activemq/browse/AMQ-1639

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@905912 13f79535-47bb-0310-9956-ffa450edef68",2
164826a421ed0d3f0715082fa4ecea1bd8942cd0,"Fix for https://issues.apache.org/activemq/browse/AMQ-2231

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@905967 13f79535-47bb-0310-9956-ffa450edef68",1
24f73a53c12b71d6006b1b2a283c5f388ed15e20,"Fix for: https://issues.apache.org/activemq/browse/AMQ-1817

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@906101 13f79535-47bb-0310-9956-ffa450edef68",54
7799ed795e3201424d27c36f3ba6d8c1267ad263,"resolve regression with jobscheduller mbean - mock test is a little particular w.r.t to expected registered mbeans

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@907618 13f79535-47bb-0310-9956-ffa450edef68",2
1a7fe702dca40805ea1aa6b56deddf147b20b2a3,"Added cron support for scheduled delivery - this is further enhancements for 
https://issues.apache.org/activemq/browse/AMQ-451

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@908868 13f79535-47bb-0310-9956-ffa450edef68",8
b379cb69e59ed324071c8fd3c51006467eb7cb6a,"added display of delay field for a scheduled job

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@908932 13f79535-47bb-0310-9956-ffa450edef68",2
0771df3b725b055f4f475c44eaa80928b0f45d41,"https://issues.apache.org/activemq/browse/AMQ-2617 - initial ws transport implementation

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@911492 13f79535-47bb-0310-9956-ffa450edef68",364
51f9dc6a9b2281e9f3e2f7d8a6730822e7b11e71,"dealing with timestamp in artifact names during snapshot deploy

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@911799 13f79535-47bb-0310-9956-ffa450edef68",6
baf9301a528799df4ebeb63fa6e15adcaec0e391,"speed up Durable Topic Subscribers somewhat

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@912087 13f79535-47bb-0310-9956-ffa450edef68",3
b341d4334fa63e6ecc27c87390d64f2a55c4616b,"Validate that subscriptions are removed across a network of brokers

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@912495 13f79535-47bb-0310-9956-ffa450edef68",188
1035ac3417d7245f4e9c321714315478aa08e158,"add spring-jms dependency to resolve cnf post https://issues.apache.org/activemq/browse/AMQ-2547 - upgrading trunk to spring 3.0.1.RELEASE

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@917645 13f79535-47bb-0310-9956-ffa450edef68",5
f33e2190d0c481b78171749091d3d044f139e85d,"resolve https://issues.apache.org/activemq/browse/AMQ-2630 - added test and restricted imlementation

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@918381 13f79535-47bb-0310-9956-ffa450edef68",57
1f6f0c510777db3baf4fbc000b51dec3926fd46a,"https://issues.apache.org/activemq/browse/AMQ-2440 - add commons-management dependency needed for camel 2.2.0 web app

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@921291 13f79535-47bb-0310-9956-ffa450edef68",2
ff006954d811ccaa84b8f94a77168aaaa7d73898,"add additional test class : https://issues.apache.org/activemq/browse/AMQ-2622

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@927066 13f79535-47bb-0310-9956-ffa450edef68",73
146970965a32ac9939663b575420c380792d9685,"https://issues.apache.org/activemq/browse/AMQ-2600 - resolve some classloading issues

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@927108 13f79535-47bb-0310-9956-ffa450edef68",1
aef23f94f35c180fc4165d9335f0a579253bb3e8,"resolve https://issues.apache.org/activemq/browse/AMQ-2670 - apply patch with thanks. Now possible to integrate RAR XAResource with jboss via the jboss org.jboss.jms.server.recovery.MessagingXAResourceRecovery handler

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@927520 13f79535-47bb-0310-9956-ffa450edef68",65
63b4de13e6a0b986f0592d953f744a42f5bccfea,"https://issues.apache.org/activemq/browse/AMQ-2105 - inital work on creating packages with unix-maven-plugin

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@929601 13f79535-47bb-0310-9956-ffa450edef68",166
9822d58d04abe22f059b85b418478a4f80592322,"resolve https://issues.apache.org/activemq/browse/AMQ-2384 - not exactly the patch but allowing the introspector to work, which is more generic with some tests, thanks phil for the impetus on this

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@929618 13f79535-47bb-0310-9956-ffa450edef68",106
3336a22ff9ac1175d3bd688ef3438f5bb5ec964c,"https://issues.apache.org/activemq/browse/AMQ-2681 - adding license header

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@930212 13f79535-47bb-0310-9956-ffa450edef68",16
ce8f83acf1112aa6f6773aa1010aa6ea569faf06,"https://issues.apache.org/activemq/browse/AMQ-2448 - adding test case

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@931216 13f79535-47bb-0310-9956-ffa450edef68",65
f206410b3da9e690b815ee88090644f9b66510e7,"provide test that validates camel loopback redelivery alternative to blocking client side redelivery, resolve: https://issues.apache.org/activemq/browse/AMQ-2710

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@937289 13f79535-47bb-0310-9956-ffa450edef68",186
093c901329478df1364d5a832f8a494bff8b3c5f,"https://issues.apache.org/activemq/browse/AMQ-2705 - broker version in jmx and web console

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@937334 13f79535-47bb-0310-9956-ffa450edef68",16
6d5c4267fe32d49cdff44e729fa0f03665ca7e59,"https://issues.apache.org/activemq/browse/AMQ-2714 - custom 404 and exception pages

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@938417 13f79535-47bb-0310-9956-ffa450edef68",308
fe89b0264bed7081f189cb8f27abea3ba9ae8e8d,"validation test for https://issues.apache.org/activemq/browse/AMQ-2716, delete of reply queue

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@939249 13f79535-47bb-0310-9956-ffa450edef68",12
3340371bddb153f8ec642f39c429d70899d11f77,"test case that validates network with virtual topics and broker restart

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@939318 13f79535-47bb-0310-9956-ffa450edef68",143
d6bd98f4c7d7889cc61477ea4ea5f648082e7f32,"test for pooled connection with inactive timouet on connection, close still works ok

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@941692 13f79535-47bb-0310-9956-ffa450edef68",37
98904794786db2e4d98a2784c562e0fd0b3f97bf,"https://issues.apache.org/activemq/browse/AMQ-1547 - adding activemq-core test jar

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@941703 13f79535-47bb-0310-9956-ffa450edef68",6
aa3110e26c0f773ca3abd5285a907768255b2a6f,"add simple test for localport uri notation in a connection factory: http://activemq.apache.org/how-do-i-define-a-local-address-and-local-port-for-tcp-or-ssl.html

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@942025 13f79535-47bb-0310-9956-ffa450edef68",14
41c2a9c4698e98667d86b5ccb43d76b7b492d2d3,"add test for prosperity

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@942715 13f79535-47bb-0310-9956-ffa450edef68",109
5555f7c7e10ab15cd7b2031eb8c6bde9e3147c1d,"lock down surefire plugin version

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@943084 13f79535-47bb-0310-9956-ffa450edef68",4
21b81e180f831724f0969edbfdb03e76cb238551,"https://issues.apache.org/activemq/browse/AMQ-2728 - cleaning up MessageServlet

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@943466 13f79535-47bb-0310-9956-ffa450edef68",1
c15b6d00467b872d07ad47d4e0c5e05df56ecc67,"add long code signing key to KEYS, cf ACTIVEMQ-2731

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@943812 13f79535-47bb-0310-9956-ffa450edef68",61
429869d034890a14def5953c510ffd19b3858e00,"a trivial lrucache test to validate resize is not crazy

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@943861 13f79535-47bb-0310-9956-ffa450edef68",34
a34c80858e17ad8e2b627b33836514ad651a8c6f,"https://issues.apache.org/activemq/browse/AMQ-2732 - ftp blob permission denied

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@943915 13f79535-47bb-0310-9956-ffa450edef68",106
7046dc7f248ac25475615e0023453ea2a9beb0f0,"https://issues.apache.org/activemq/browse/AMQ-2727 - patch applied with thanks

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@945033 13f79535-47bb-0310-9956-ffa450edef68",10
0d05af661405f9f765182c7570ddf6a518870f6b,"https://issues.apache.org/activemq/browse/AMQ-2456 - JaasDualAuthentcationPlugin/Broker

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@945227 13f79535-47bb-0310-9956-ffa450edef68",425
8cf566b4cadecf25d44d7c2840131ba09acf7cda,"assert that reconnecting durable sub on a remote broker works

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@945594 13f79535-47bb-0310-9956-ffa450edef68",30
3713a3bdeb734b1cd076b08177f44a450e2de43b,"resolve https://issues.apache.org/activemq/browse/AMQ-2737 - add the two new files, oops

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@945709 13f79535-47bb-0310-9956-ffa450edef68",182
